Timestamp;Date ISO;Rx Power [dBm];Relative Coordinates [m];Target Coordinates [m];Distance Target - Anchor [m]
1679646747.502596431;2023-03-24 08:32:27;-53;-10.55, -6;0, 0;12.13682413
1679646748.266254727;2023-03-24 08:32:28;-54;-10.55, -6;0, 0;12.13682413
1679646748.967202190;2023-03-24 08:32:28;-54;-10.55, -6;0, 0;12.13682413
1679646749.072542615;2023-03-24 08:32:29;-55;-10.55, -6;0, 0;12.13682413
1679646749.091775078;2023-03-24 08:32:29;-52;-10.55, -6;0, 0;12.13682413
1679646749.795074596;2023-03-24 08:32:29;-54;-10.55, -6;0, 0;12.13682413
1679646749.816159096;2023-03-24 08:32:29;-52;-10.55, -6;0, 0;12.13682413
1679646749.910269670;2023-03-24 08:32:29;-53;-10.55, -6;0, 0;12.13682413
1679646749.930087430;2023-03-24 08:32:29;-53;-10.55, -6;0, 0;12.13682413
1679646750.604685707;2023-03-24 08:32:30;-54;-10.55, -6;0, 0;12.13682413
1679646750.758473744;2023-03-24 08:32:30;-55;-10.55, -6;0, 0;12.13682413
1679646750.975278244;2023-03-24 08:32:30;-63;-10.55, -6;0, 0;12.13682413
1679646752.154679725;2023-03-24 08:32:32;-55;-10.55, -6;0, 0;12.13682413
1679646752.174356076;2023-03-24 08:32:32;-58;-10.55, -6;0, 0;12.13682413
1679646755.510492760;2023-03-24 08:32:35;-55;-10.55, -6;0, 0;12.13682413
1679646756.254983537;2023-03-24 08:32:36;-55;-10.55, -6;0, 0;12.13682413
